,reduction,size,delta,run,PHAT_time
328,induced,271,0.04,558a631e27f143db8d50e5ffa59b581f,0.04049296500033961
329,induced,271,0.04,94a06acd43bd4e04be571ce4172abdba,0.03861972999948193
330,induced,271,0.04,fb97fa2f4499498a866a559964b63665,0.038573167999857105
331,induced,271,0.04,a794a8ecf4b94758bc2c7a289323fe76,0.03856175600049028
332,induced,271,0.04,5ecd5674bfaa4143b6e60c8e493cb80b,0.038235028000599414
333,induced,271,0.04,89e8cc83bdae490e8044adb8058b69c3,0.03931979600019986
334,induced,271,0.04,3eda84fd9ecb459ca2664049aa2a7149,0.038330448999658984
335,induced,271,0.04,d0df66c026ad446fa5c5ae6c533719c1,0.0380752629998824
336,induced,271,0.04,b1d9a159f42148c78b2f68379fd5203d,0.03825380699981906
337,induced,271,0.04,592b1e3cea7f452984c9c45a2023d9eb,0.038108672999442206
338,induced,271,0.04,e348b465300a4803ac7e67926a65a89f,0.03800482199949329
339,induced,271,0.04,f258fcda14c2412bad48059119cd3d71,0.03804065399981482
340,induced,203,0.05,4e847011e3d4420fad273448f0d5ab97,0.02880973600076686
341,induced,203,0.05,d31ca50c1cc349bcbd781283076bd1d3,0.028887725999993563
342,induced,203,0.05,65463da4808d43968fa3fde30aaa3a24,0.028987497999878542
343,induced,203,0.05,da2df217efe847009fc63e176502f117,0.02900701599992317
344,induced,203,0.05,be05154c55a340ac8940cf7ead20b349,0.02901113100051589
345,induced,203,0.05,f7de026b0d4e4cf4ba747f226340cc22,0.028870844999801193
346,induced,203,0.05,a926b67067974eceb376bfff3ee8718b,0.02901025299979665
347,induced,203,0.05,ccd5e441aaae4fc2b85f5364add86e4e,0.029009204999965732
348,induced,203,0.05,1950d30beb4940769b1263b364396682,0.028805185000237543
349,induced,203,0.05,1816e7f62e1a4b8a913d267e80937878,0.029091956000229402
350,induced,203,0.05,e6242f9b5735471db6868a87917ce6cb,0.02922363499965286
351,induced,203,0.05,9fe57b3a4bc2465c92affeebc8df309f,0.02899275999970996
352,induced,203,0.05,416b3027dc4649b58c777839bcb3c8a5,0.029047331000583654
353,induced,203,0.05,14fa2dafcdc742bd9eaaa02bc9721fdd,0.029082082000059017
354,induced,203,0.05,d715d5d4cc61438a96cc3cd72c8c3e75,0.02925819899974158
355,induced,203,0.05,2c33907d17024eb28e65c684a0f53a23,0.029071880999254063
356,induced,203,0.05,117395bbf36744f0beb0bce4bd2e2d2b,0.02922722400035127
357,induced,203,0.05,391c1112e185412a84631a123d27d58b,0.028815603999646555
358,induced,203,0.05,d95390fb3f08481984211708d560468e,0.02901087899954291
359,induced,203,0.05,6eb17a3dd1b24c689a57ceac2341c45b,0.028955131000657275
360,induced,85,0.1,60e4eb4666754712810c5a83cbce5899,0.013028762000431016
361,induced,85,0.1,974c6262ef194446815832b7f1456036,0.013071323000076518
362,induced,85,0.1,7e0da92cbed74a9abea9639c706a6c8e,0.012959958000465122
363,induced,85,0.1,d658e5cfef454669b14be62e391ab73c,0.013210121999691182
364,induced,85,0.1,6adfcc7b986947ae88d91f9410dc0418,0.012945104999744217
365,induced,85,0.1,e7c1a397866f476faff335f361a5d3be,0.012948571999913838
366,induced,85,0.1,f64b5b0eb7324273a6f531385b8503ae,0.01355305800007045
367,induced,85,0.1,25ee8c3a2f414431b8c57dc780405a7d,0.012976687000445963
368,induced,85,0.1,b2b4caf529fe4abda54b8e2cd3e16fc7,0.01327445499919122
369,induced,85,0.1,5bc36d3b9f3f4ffc9fcf4052165029de,0.013008672999603732
370,induced,85,0.1,0e47e74402684b0ba408a7892dcc7622,0.013143655999556358
371,induced,85,0.1,17b49088ec5943c38315146b22e32239,0.013079381000352441
372,induced,85,0.1,4045eba4570f44619ffc25b84286aba3,0.012926179999340093
373,induced,85,0.1,3c13f4e90d5e4dd1b4e66f9b4ed937ed,0.012951538000379514
374,induced,85,0.1,7cc31c4387764c45ab159987462d3c26,0.013648733000081847
375,induced,85,0.1,ab92d9ae8bbe4ea7a8635b0db9a34ef1,0.013073330000224814
376,induced,85,0.1,ebdccbd46e064334ba6ecd3666338ee1,0.012946055000611523
377,induced,85,0.1,7b31e0534c544082853d85fe0ec8da50,0.013616472000649082
378,induced,85,0.1,61b39e8845454c37828b78ef8b448a31,0.013507533999472798
379,induced,85,0.1,0c6f230378c54b23941f6c0be3dbc056,0.013029036999796517
380,induced,15,0.2,b0d072a2a003402abc58641143991171,0.0035243520005678874
381,induced,15,0.2,1f88e86104674735b7a8128a19ae9d75,0.0035665980003614095
382,induced,15,0.2,19fe35458255438e80b1c14b4b25d03d,0.0035449960005280445
383,induced,15,0.2,957fae2adb08403aabc65fcf06fd12e1,0.0036914379998052027
384,induced,15,0.2,0c52f2ca06be4b02b2dabbeb1b1ee727,0.0034102330000678194
385,induced,15,0.2,eca9acfd8d3c4cf1838582293bae71bd,0.003484288999970886
386,induced,15,0.2,883463747dec460ca8fa6b077f17a657,0.003498038000543602
387,induced,15,0.2,836a8be6a0d44451a36f023eff16a849,0.0035570430000007036
388,induced,15,0.2,8d05f5d21f884ef59af977dc0450087c,0.0034783840001182398
389,induced,15,0.2,8995262068d14e90a0dc3bdddfc5c48f,0.0034945150000567082
390,induced,15,0.2,d0549c30795b41429e5b0ccaea07fa6e,0.003537647000484867
391,induced,15,0.2,09ada7c21c9142b697a25b7aac2c0281,0.003560966999430093
392,induced,15,0.2,b8903e5e197d4a3c891de463ed2c625c,0.003454486000009638
393,induced,15,0.2,4810e4e82a824f769f27c412061ce9b8,0.0035199670001020422
394,induced,15,0.2,4f6c4c0142064404bd0487afa785dca2,0.003490932999739016
395,induced,15,0.2,c9fa57966e41440eb7769c6671df83d2,0.003513374000249314
396,induced,15,0.2,7c037656a3b04e5fbbfb0a5d13c48b5c,0.0035992439998153714
397,induced,15,0.2,05c5164e2f20458cb611c849cc2def8c,0.0035695239994311123
398,induced,15,0.2,0c5165aac9e449a2bd92d9b1ebfa8c90,0.0037203190004220232
399,induced,15,0.2,39e9099330114799a42cb19ddbab786e,0.0036251569999876665
400,gradient,739,0.002,106df2abfd8642bd90c8fcd37f97676e,0.10026594699957059
401,gradient,739,0.002,d018580d54f348a4b245e8b064e53a95,0.10070965200065984
402,gradient,739,0.002,c5e5bbff725241ca84d465b3d0957879,0.10112201599986292
403,gradient,739,0.002,3cfabc1ced5046cbaa3f1665caa2b1b6,0.10090040199975192
404,gradient,739,0.002,c24fd021690540f99531e3dc2c628015,0.10109009799998603
405,gradient,739,0.002,c0f26e820dec443e96e3a41f1fd05842,0.10087542200017197
406,gradient,739,0.002,275da850f7944fbab7918253a91e3938,0.10266448500078695
407,gradient,739,0.002,6656a69c05974f7aa47b5d1902175036,0.10160355599964532
408,gradient,739,0.002,69c065fa4a2e49f08ed71965714dcac8,0.10087542899964319
409,gradient,739,0.002,45c304c3021d4039a6a1570c62244354,0.10130440600005386
410,gradient,739,0.002,8979a744b2f34a0b82c4a5d6ac8b9828,0.10050082599991583
411,gradient,739,0.002,2d4b004ec756459598d0cee1611b96fd,0.10076876199946128
412,gradient,739,0.002,b5efa43044b44cd2a829c530102388c3,0.10157430300023407
413,gradient,739,0.002,ffccaa2277e14c578cdf0f8a37ae1c4e,0.10097226000016235
414,gradient,739,0.002,da3cae20f81844f1a9a651e56708b21e,0.10124981599983585
415,gradient,739,0.002,8115d68f66de4c7ea2eb2073a9f8d323,0.10123838599974988
416,gradient,739,0.002,db25ae89815745d982a87254599b3189,0.10176290800063725
417,gradient,739,0.002,361385947d8546068e965c6d99a1d665,0.10244006399989303
418,gradient,739,0.002,bf4afa0ae3e64135bac4823e35ed6e2a,0.10130787800062535
419,gradient,739,0.002,c089152409b34caeae7f7557e3efa9d7,0.10094277499956661
420,gradient,691,0.005,1261b5776e80494b9f59133fbdf1ae1b,0.09469432500009134
421,gradient,691,0.005,23cd1c407b96453a8b57fa8526d23086,0.09524220299954322
422,gradient,691,0.005,2da694d1728f445fbb24836a3f7342bc,0.09535436699934507
423,gradient,691,0.005,8e40ef238ae142c3a42409ac3f914398,0.09478237199982686
424,gradient,691,0.005,bb9287a5aece46719a1073e391bf2f8a,0.09458584399999381
425,gradient,691,0.005,0947bddc78fc4f88bf868a2c29d6a461,0.09493279199978133
426,gradient,691,0.005,16b917833e324b2dbbf86903299ca3fa,0.09475411900075414
427,gradient,691,0.005,d29d8df7aeba44508fc42823da212c43,0.09476453600018431
428,gradient,691,0.005,a2fb23c48df44037a23cd73c41b1f51f,0.09506270800011407
429,gradient,691,0.005,bd301d7d2ee34bdd879281f4c868231e,0.09573109800021484
430,gradient,691,0.005,2c71fd51f1e349ad88766bf0c04a3241,0.0950661789993319
431,gradient,691,0.005,1d2f2360621b49a286b87f4810006c04,0.09541852200072753
432,gradient,691,0.005,1ab397b5fc564d99be8c27f501e27705,0.09463752699957695
433,gradient,691,0.005,5081ad75ee124096b7469943997f6247,0.09460487700016529
434,gradient,691,0.005,ba4b006739e24708bbf0ba1e2455878c,0.09468573499998456
435,gradient,691,0.005,2763638d734747d5bb5314950b42a873,0.09502891400006774
436,gradient,691,0.005,4c52f2296c0b455a95c8ada83401e209,0.09569234100035828
437,gradient,691,0.005,e9b23ae5e23b45bcb9d7428637477743,0.0949070569995456
438,gradient,691,0.005,0ab990b4770944d58d1dfbe82ae4c0ee,0.09545431900005497
439,gradient,691,0.005,3a9c4cb363ce45e49a3dcd75839d6294,0.09533340100006171
440,gradient,619,0.01,68290d62eabc40b2979a798ab94435b0,0.08467738799936342
441,gradient,619,0.01,6d6cd2dddece4a3baa5b827d33954f43,0.08569895599976007
442,gradient,619,0.01,e3028f345ace445781df919811aaa238,0.08516043100007664
443,gradient,619,0.01,8906c2c5e3244065bce05368800fd798,0.08584362600049644
444,gradient,619,0.01,373a3e19714b410497dfcea8da7632c4,0.08506008899985318
445,gradient,619,0.01,d325a187ef27409cb34e04c4b0dc5b7a,0.08480127099937818
446,gradient,619,0.01,966e845f23be45f58fc29c025e9229b5,0.08569045000058395
447,gradient,619,0.01,ce9894cc64724fabae72f9f50f6f5ee5,0.08556973200029461
448,gradient,619,0.01,ea71716535504f908f63a21c92f831b5,0.08636354000009305
449,gradient,619,0.01,dd77b87fc45440a7a409c7d4fcca33f1,0.09860554599981697
450,gradient,619,0.01,36d2e1ed7b5b440e9c4c49bf1fb31503,0.09585485400020843
451,gradient,619,0.01,de02ef7837c246a2b53f35255046fb05,0.08515178699963144
452,gradient,619,0.01,19bea6781bbf41108a32df9f4bcd257e,0.08604996299982304
453,gradient,619,0.01,2bdd45b827ef4c8287fd4e6988b7c507,0.08512937700015755
454,gradient,619,0.01,592f0d386e674f578d8a3da0544ca22e,0.08524220399976912
455,gradient,619,0.01,596e962fa4684fb3a18502882d50f3d3,0.08515191300011793
456,gradient,619,0.01,4b156045251449eeaf4c4ee841496ff5,0.0848381400001017
457,gradient,619,0.01,1c1862687de74e7e8b0a43f09e6caa74,0.08526331200027926
458,gradient,619,0.01,4d591828436f4082a077238a812daf55,0.08501387100022839
459,gradient,619,0.01,f5ba50e6a9714dd18705c82b8be95c61,0.08492549700076779
460,gradient,495,0.02,fde88a68a40f46d282740ea29b17282f,0.06807001499964827
461,gradient,495,0.02,8fdebe3313074a8cae3dda87296c64df,0.0683261730000595
462,gradient,495,0.02,1078c2ad1bc1478c9bf5747302082373,0.06792257300003257
463,gradient,495,0.02,fae52f8fc0ec4545bcb364341ee81827,0.06869873899995582
464,gradient,495,0.02,4f819f5b22b64d18b211cdcc463a7f40,0.06807007099996554
465,gradient,495,0.02,20ef9998f32d49fb9f738f40d0ab21c1,0.0681539890001659
466,gradient,495,0.02,2606470302a248fb8e6777b475cefdc1,0.0680460960002165
467,gradient,495,0.02,18d1df23cef946bfb421b83e28122f7c,0.06888836000052834
468,gradient,495,0.02,68e4de3deabd4d739004f77a0594a004,0.06786055100019439
469,gradient,495,0.02,35f81e1ade4d4229afe9edf1567008dc,0.06805303600049228
470,gradient,495,0.02,d7305ac337184f299370bf72ec44a5f4,0.06785154299996066
471,gradient,495,0.02,1f256bf8b1c64ce3b5438d2e98e438da,0.06818590100010624
472,gradient,495,0.02,8a4f9d53a9ea41ac89e1daced4808e5b,0.06876682599977357
473,gradient,495,0.02,cf1c81effd4d4129a35b107acea1b03c,0.06826129199998832
474,gradient,495,0.02,1266981aed324eb68ae2589cc0375a61,0.06845077599973592
475,gradient,495,0.02,c87580f58f2b4cff8d595cf3e13fd0f6,0.06842119300017657
476,gradient,495,0.02,4a101f91711145928b19d417203252f6,0.06834569300008297
477,gradient,495,0.02,2ae7f68774504ab3ad420dca59cc7ece,0.0706785080001282
478,gradient,495,0.02,96657e2b88164c01ab9081896555e1ea,0.06861249699977634
479,gradient,495,0.02,925ed8028afa46ac8561ec74fb4beab1,0.06835469799989369
480,gradient,399,0.03,3c28acccc3d74f23a463345f8ec28cc8,0.05511059799937357
481,gradient,399,0.03,a18e7fe005ad4f1da0d7a8d781995dff,0.05516553199959162
482,gradient,399,0.03,2ebd448034fd4e5a96b714c9ead32637,0.05569107199971768
483,gradient,399,0.03,518c67185bbd4da18fc774b94f3c23a2,0.055175759000121616
484,gradient,399,0.03,f24724f4261947c5875af175cf39b888,0.055595509000340826
485,gradient,399,0.03,3780c8fd49ea40e2b2f5c8df8bf10710,0.05513136100034899
486,gradient,399,0.03,4c5029dc357f4b698be4dd33a208edd4,0.05564825900000869
487,gradient,399,0.03,e050c01dfbf342559afb4944f3646973,0.055362082999636186
488,gradient,399,0.03,614d5a767b324e3198f1f78be118f639,0.055322430999694916
489,gradient,399,0.03,c11548f9c6b540d594a2085a43990d1b,0.05606405100024858
490,gradient,399,0.03,5980c434ef37474187c012b34b045eb8,0.05615050699998392
491,gradient,399,0.03,11e25dd0c27141cc9f4552dba4b58166,0.05540966999978991
492,gradient,399,0.03,4f17375cb6d7486782181f89f8a07dd3,0.05622580700037361
493,gradient,399,0.03,b28cbc39021a4a638c6a24bae7540a7f,0.055748436000612855
494,gradient,399,0.03,58c1597b90494eeca4630ce543899206,0.05535174400029064
495,gradient,399,0.03,90ce4631d5894674bb671c570b623b5e,0.055178195000735286
496,gradient,399,0.03,17978dd751b94634b5b48e9dce328cab,0.05569832199944358
497,gradient,399,0.03,521f22cb1106472aa756d7bf0e36ead2,0.05506184400019265
498,gradient,399,0.03,9abff22a2f374e8f84c00130f24f8b65,0.055270881000069494
499,gradient,399,0.03,f6b9c478608c47c086ae2331b75859a8,0.055462773000726884
500,gradient,303,0.04,ed87af31dcb646d894f74a4d7239824a,0.042208226999719045
501,gradient,303,0.04,af0d613197d44ab18da9636e8b43aeb2,0.042073645000527904
502,gradient,303,0.04,eea26dcaa5f44da28529c3bf7545e6cb,0.042185448999589426
503,gradient,303,0.04,d338523e47f0478f9a6a9602f8e6302d,0.042383003999930224
504,gradient,303,0.04,9f8237d2c08d498184d6ef558a6911c7,0.04213363400049275
505,gradient,303,0.04,89343c552b01418bb1bb90f64471ea31,0.04223534499942616
506,gradient,303,0.04,1befbbf6fc84476d94499278d74b2ad1,0.04233405200011475
507,gradient,303,0.04,0015d08057b144c4b1cbfe3feeeb9c2f,0.04229240099994058
508,gradient,303,0.04,d7a01c9955de4ee79f31f20aea9d21dc,0.04256934499971976
509,gradient,303,0.04,54c16e17c7234b8287b7d31ba76ec8d7,0.04310236899982556
510,gradient,303,0.04,19ca0b3d586444508b2f0f02c0e1aed8,0.04274912500022765
511,gradient,303,0.04,e01b359ffc12454992771ae7a01584f8,0.04219720900073298
512,gradient,303,0.04,bcbc3d63f150458db9345fbc13597d83,0.042621538000275905
513,gradient,303,0.04,da821fa1a53d42b6b451d8b45f3e1131,0.042563730999972904
514,gradient,303,0.04,2ad07a7c13364c82a23950f211d03f91,0.04219523599931563
515,gradient,303,0.04,dcec4c93c83546999b4a77d8c669eaa9,0.04261185999985173
516,gradient,303,0.04,533ca26c8e84464487e4ba08275b3ba6,0.04285264800000732
517,gradient,303,0.04,c1d82034e3da43899c200b2b3408bce0,0.043083831000330974
518,gradient,303,0.04,5ca36decb2054a4088d5291a8b518d18,0.042583151000144426
519,gradient,303,0.04,bc6566e0d4b94e8f85ee74a857642f0d,0.04235849499946198
520,gradient,229,0.05,525af87d84cf4c49ba98f4341f25d9cf,0.032448337000460015
521,gradient,229,0.05,fdc03c5039bb4847ba00f9044a5daca3,0.03265349400044215
522,gradient,229,0.05,2dc3956e304742b4915ba6af0f8462fc,0.032704428999750235
523,gradient,229,0.05,088dda27284e4581b92859a2e35a5e89,0.032754142999692704
524,gradient,229,0.05,4bf83b2a9e7149519a6d615df4777694,0.032565612999860605
525,gradient,229,0.05,4b2cc876114646d49b376a98dddd1035,0.032411691000561405
526,gradient,229,0.05,61726340b360467885a9ec86e911406e,0.03242753700033063
527,gradient,229,0.05,11f23526dab443b688053a25891e62df,0.03233563300000242
528,gradient,229,0.05,45ee60b8443f48cb8067fc08656a119c,0.032600662999357155
529,gradient,229,0.05,59794abdb7054a4f95099c52430d2e6e,0.0327510600000096
530,gradient,229,0.05,e0a2186104264590a59a7918a3188f99,0.032226552999418345
531,gradient,229,0.05,8d8d87e2e30e42b7823406e69db08d66,0.0322952169999553
532,gradient,229,0.05,42aef020b55946b08840e1cad83d9c4f,0.032389347000389535
533,gradient,229,0.05,0fa3ead33a064feea4a062d7d2ed181d,0.03223882400016009
534,gradient,229,0.05,6dc0e249220a416d80a66a05717d711f,0.03237030099990079
535,gradient,229,0.05,7bf26bdd716d4657921711d0167cd0ee,0.03224738599965349
536,gradient,229,0.05,d403ba3750694c3287cb86344ae71a50,0.03235766899979353
537,gradient,229,0.05,afc53e32e2274b36ab92cca3a3ec2919,0.032361906999540224
538,gradient,229,0.05,21fe18d946cd4a97897daa02d1ce773a,0.032345607000024756
539,gradient,229,0.05,f4b5523ab25849d98ad114b655037d9e,0.03231060300004174
540,gradient,81,0.1,a8c1fdb5351e4509bf4ea2f165002fe3,0.01247332999992068
541,gradient,81,0.1,3b923933a94346f38697e30691497c13,0.012795262000508956
542,gradient,81,0.1,9dc07e3bab634326bdb464b4fc83ed39,0.012449228999685147
543,gradient,81,0.1,21122fb124c843e3a36289b6f0494a52,0.012438155000381812
544,gradient,81,0.1,f5db444634224751a0760204029a2315,0.012576276999425318
545,gradient,81,0.1,5bb80fa0b13046d3bcc452cece509667,0.01270871500037174
546,gradient,81,0.1,15ff4d2587a9499891d2e3569d2a2dd1,0.01247421999960352
547,gradient,81,0.1,f6934aab8c2a4fd98627fe6e8ee06c55,0.012381108999761636
548,gradient,81,0.1,c953dfe2dfbd402191c8e38f287552ae,0.012655169999561622
549,gradient,81,0.1,6d4e5b29e6564c0bb60e67430e7959bb,0.013041324999903736
550,gradient,81,0.1,40b87f4e8005441fb1d3dda253f4987d,0.012423683999259083
551,gradient,81,0.1,d4ee40d3e457475cba420e2b81e31ff0,0.012488646999372577
552,gradient,81,0.1,05ec98ecc1a74cd08eb92025fc0e8a96,0.012474296000618779
553,gradient,81,0.1,bc1719cd7ce1414086d3f82db1478ad3,0.012487220000366506
554,gradient,81,0.1,f24f790db44b4d64b8d3243b9632c158,0.012428377999640361
555,gradient,81,0.1,e375d7bb2d454d15b89d72a890929ea3,0.012502421999670332
556,gradient,81,0.1,d4032cf770cf4d338e11a85a11af4324,0.012549610999485594
557,gradient,81,0.1,7532a04905c64730bda3479e59197c62,0.012510194999777013
558,gradient,81,0.1,8b7713fb3de0467dbb6304bacb85ba86,0.012647381999158824
559,gradient,81,0.1,78ede861b52e4c9cbd2d3459dc158686,0.012459757000215177
560,gradient,17,0.2,3420f2fb77d14a1ea97ce05621b4280e,0.003734175999852596
561,gradient,17,0.2,29789c9e86524ace8dc41386a6ae0ea6,0.0036799540002903086
562,gradient,17,0.2,b48fbab539a34fcf91dd5292656797cd,0.0038480599996546516
563,gradient,17,0.2,2d67b3c8ae6347f3b1367c2d9ff03a20,0.0037397030000647646
564,gradient,17,0.2,53a2a41d177f4f9b986ac0fbea70e52d,0.003789473999859183
565,gradient,17,0.2,4a39db5367fd4cb68fce21fd1c7a1f4f,0.0037596980000671465
566,gradient,17,0.2,7e33bb10bc60420db44deb6836e608b9,0.003743344999747933
567,gradient,17,0.2,a2ba870a237a47c4af69eb7d2ba77e6d,0.0037936440003250027
568,gradient,17,0.2,f14276604e3f453d8c0f41e46db42104,0.003749468000023626
569,gradient,17,0.2,389d4bc857ac4083a0323f20986b8a7a,0.0037159579997023684
570,gradient,17,0.2,6fd0952564f94970b3c77f6475d8e885,0.0037414629996419535
571,gradient,17,0.2,cb8cbf7dccd3412bb70b0be3eab09e37,0.0037111290002940223
572,gradient,17,0.2,6790c18f8725491589bc7a70dbc955a5,0.003745902999980899
573,gradient,17,0.2,2d38780832d94cc4bbb80914d0b670b7,0.003710840999701759
574,gradient,17,0.2,72f220f50e1d492a95207fe521461017,0.003728348000549886
575,gradient,17,0.2,9977457960e64de99becd32f8e206adf,0.003671370999654755
576,gradient,17,0.2,ef1d11d3823b420b94e6d2ef971b2768,0.0037176689993430045
577,gradient,17,0.2,7f4a4438e20f49c98f9d8be6722187d7,0.003746120999494451
578,gradient,17,0.2,8e25206f043f49339feed324a474cfae,0.003797182000198518
579,gradient,17,0.2,0c472bb622624a499e0c72a7e5a933ce,0.0036377810001795297
